"ID","challenges_other","challenges_coded","TTRAM_validation_1","TTRAM_validation_2"
20,"DEPOSIT & APPRAISAL: 
Could profit from: 1) Globally aligned and recognized frameworks, best practices and templates for appraisal, ideally as discipline and object-type specific as possible; 2) More automated and interactive deposit & appraisal mechanisms to ensure depositors are made aware of deposit requirements and recommendations.  

CURATION, QUALITY & COMPLIANCE: 
Jointly with Deposit & Appraisal enhancements, Curation activities could profit from: 1) More automated mechanisms; 2) Globally aligned and recognized frameworks, best practices and templates for curation, ideally as discipline and object-type specific as possible; 3) A curation management system which is integrated with the repository software and which allows the curator team to keep track of the curation status of dataset as well as smooth communication with depositors, keeping track of changes made to deposited dataset prior to publication.  

DISCOVERY & IDENTIFICATION:  
Could profit from: 1) Stronger support from partner institutions and national stakeholders in the form of aligned PID strategies; 2) Separate DOIs at version-level in repository software; 3) More granular resourceTypes in the DataCite metadata schema to distinguish datasets from data files; 4) PID support in all relevant metadata fields in the repository software; 5) Stronger support for more granular metadata at file-level within a dataset, e.g., license / Terms of Use information; 6) Stronger support for making metadata harvestable/indexable as broadly as possible (including Google Scholar and commercial services researchers use) without compromising security or exposure to unwarranted bot requests.  

ACCESS: 
Could profit from: 1) Stronger support for accessing and using larger data, e.g., through other protocols than https, or through VREs; 2) Better integration with national file storage services; 3) Better aligned practical guidelines for handling levels of access in compliance with legal and ethical requirements and recommendations to help us prepare for support for data with privacy needs.  

INTEROPERABILITY: 
Could profit from: 1) Stronger support for connecting to external controlled vocabularies for all relevant metadata fields in repository software; 2) Stronger support for aligned metadata schemas based on domain or object-type specific standards.  

PRESERVATION: 
Could profit from: 1) Globally aligned and recognized frameworks for long-term preservation and research data quality appraisal (FAIR + Time); a good start would be a globally aligned and recognized frameworks for a) TDR preservation plan; b) assessing file formats for long-term preservation including a global-community curated list where file formats are listed based on how well they are suitable for long-term preservation; 2) More automated long-term preservation mechanisms in or integrated with repository software; 3) Support for preservation metadata (e.g., PREMIS) in repository software.  

PROVENANCE & AUTHENTICITY: 
Could profit from: 1) More granular tracking of provenance information across the different repository activities/functions, starting at pre-deposit phase and up to possible deletion of data after retention period.  

USER SUPPORT: 
Could profit from: 1) More automated and interactive support making sure deponents are aware of and are pointed to relevant guidelines; 2) Stronger collaboration between partner institutions in our repository consortium.  

In addition to the repository activities and functions mentioned in the survey, we’d like to add the following one:

CONCEIVE, CREATE, COLLECT
Could profit from: 1) Capacity to provide machine-friendly information about repository characteristics including compliance with standards and recommendations to data management plan (DMP) tools or other tools and services used in the CONCEIVE, CREATE, COLLECT phase; 2) Capacity to expose machine-friendly deposit guidelines; 3) Integration with DMP tool(s).","Storage : interoperability with external (national...) storage","Interoperability",
20,"DEPOSIT & APPRAISAL: 
Could profit from: 1) Globally aligned and recognized frameworks, best practices and templates for appraisal, ideally as discipline and object-type specific as possible; 2) More automated and interactive deposit & appraisal mechanisms to ensure depositors are made aware of deposit requirements and recommendations.  

CURATION, QUALITY & COMPLIANCE: 
Jointly with Deposit & Appraisal enhancements, Curation activities could profit from: 1) More automated mechanisms; 2) Globally aligned and recognized frameworks, best practices and templates for curation, ideally as discipline and object-type specific as possible; 3) A curation management system which is integrated with the repository software and which allows the curator team to keep track of the curation status of dataset as well as smooth communication with depositors, keeping track of changes made to deposited dataset prior to publication.  

DISCOVERY & IDENTIFICATION:  
Could profit from: 1) Stronger support from partner institutions and national stakeholders in the form of aligned PID strategies; 2) Separate DOIs at version-level in repository software; 3) More granular resourceTypes in the DataCite metadata schema to distinguish datasets from data files; 4) PID support in all relevant metadata fields in the repository software; 5) Stronger support for more granular metadata at file-level within a dataset, e.g., license / Terms of Use information; 6) Stronger support for making metadata harvestable/indexable as broadly as possible (including Google Scholar and commercial services researchers use) without compromising security or exposure to unwarranted bot requests.  

ACCESS: 
Could profit from: 1) Stronger support for accessing and using larger data, e.g., through other protocols than https, or through VREs; 2) Better integration with national file storage services; 3) Better aligned practical guidelines for handling levels of access in compliance with legal and ethical requirements and recommendations to help us prepare for support for data with privacy needs.  

INTEROPERABILITY: 
Could profit from: 1) Stronger support for connecting to external controlled vocabularies for all relevant metadata fields in repository software; 2) Stronger support for aligned metadata schemas based on domain or object-type specific standards.  

PRESERVATION: 
Could profit from: 1) Globally aligned and recognized frameworks for long-term preservation and research data quality appraisal (FAIR + Time); a good start would be a globally aligned and recognized frameworks for a) TDR preservation plan; b) assessing file formats for long-term preservation including a global-community curated list where file formats are listed based on how well they are suitable for long-term preservation; 2) More automated long-term preservation mechanisms in or integrated with repository software; 3) Support for preservation metadata (e.g., PREMIS) in repository software.  

PROVENANCE & AUTHENTICITY: 
Could profit from: 1) More granular tracking of provenance information across the different repository activities/functions, starting at pre-deposit phase and up to possible deletion of data after retention period.  

USER SUPPORT: 
Could profit from: 1) More automated and interactive support making sure deponents are aware of and are pointed to relevant guidelines; 2) Stronger collaboration between partner institutions in our repository consortium.  

In addition to the repository activities and functions mentioned in the survey, we’d like to add the following one:

CONCEIVE, CREATE, COLLECT
Could profit from: 1) Capacity to provide machine-friendly information about repository characteristics including compliance with standards and recommendations to data management plan (DMP) tools or other tools and services used in the CONCEIVE, CREATE, COLLECT phase; 2) Capacity to expose machine-friendly deposit guidelines; 3) Integration with DMP tool(s).","Automated mechanisms for appraisal (during the deposit)","Deposit & Appraisal",
101,"Capacity to do everything; expertise for quality and content; capacity to implement automation of appraisal on deposit.","Automated support during deposit","Deposit & Appraisal",
153,,"-",,
80,,"-",,
102,,"-",,
77,"High volume deposit management, requests for dark archiving and other services offered by private providers, benchmarking our fee structure for deposit and services. ","High volume data","Deposit & Appraisal",
152,,"-",,
94,,"-",,
79,"Funding","Funding","Other","Resources"
122,"Automatically ingest large amounts of objects and metadata.","High volume data","Deposit & Appraisal",
5,"Plethora of format types of research data deposited. Also limited by download only mechanism, no online interactivity or analysis can be done by users. Also users are limited by item size threshold of 100 GB, though we have another solution for larger data.","Data heterogeneity","Discovery & Identification",
93,,"-",,
135,,"-",,
39,"to ensure sustainability ","Sustainability","Other","Continuity of Service"
111,"Energy is a very multidiscplinary community so identifying and applying community standards is a challenge","Lack of community standards","Curation, Quality & Compliance",
105,"Providing rich metadata for all data deposited; making data easily findable for AI applications; improving interoperability","Interoperability : improve interoperability","Interoperability",
105,"Providing rich metadata for all data deposited; making data easily findable for AI applications; improving interoperability","Metadata : richer metadata","Curation, Quality & Compliance",
35,"Personell ressources for curation and preservation tasks, since we are a generalist repository and lack staff with discipline-specific know how","Human resources : curators","Curation, Quality & Compliance",
35,"Personell ressources for curation and preservation tasks, since we are a generalist repository and lack staff with discipline-specific know how","Human resources : preservation","Preservation",
112,,"-",,
144,,"-",,
61,"Scale","Evolutions of the repository to keep it current","Other","Continuity of Service"
61,,"-",,
61,,"-",,
116,"- Some challenges in partner organizations, when selecting, curating, and validating data. As well as assessing re-use fitness.
- Data with issues in technical quality is often discovered in the ingest phase, when data is sent to the repository. This poses challenges in data management, as this process comes late in the life-cycle of the data.","Lack of training in partner research organizations","Curation, Quality & Compliance",
40,,"-",,
96,"We are a manually curated resource, with the concomitant issues around time and cost of such a methodology.","Curation","Curation, Quality & Compliance",
121,,"-",,
75,"Capacity is the major challenge for the repository. There are 4 curators and 1 preservationist responsible for all datasets. Activities marked as minor challenges can easily become moderate challenges in the near future.","Human resources : curators","Curation, Quality & Compliance",
75,"Capacity is the major challenge for the repository. There are 4 curators and 1 preservationist responsible for all datasets. Activities marked as minor challenges can easily become moderate challenges in the near future.","Human resources : preservation","Preservation",
120,,"-",,
32,"Resources!","Funding","Other","Resources"
32,"Resources!","Human resources","Other","Resources"
95,"The major challenge our repository faces in terms of digital object management is the increasing use of automated systems and advancement of technology. This trend requires us to continuously adapt our infrastructure and workflows to ensure efficient and secure management of digital objects.","Evolutions of the repository to keep it current","Other","Continuity of Service"
51,"The processes used to create our data products are not always well-documented.","Lack of documentation for the end user","Deposit & Appraisal",
83,"Deposit & Appraisal: legal assessment of large data corpora from social media sources
Access: access to very big files","High volume data : access ","Access",
83,"Deposit & Appraisal: legal assessment of large data corpora from social media sources
Access: access to very big files","Support during deposit : legal appraisal","Deposit & Appraisal",
55,,"-",,
63,"standards unclear","Standards unclear","Curation, Quality & Compliance",
130,,"-",,
123,,"-",,
110,"At the moment we believe that the biggest weakness and therefore the biggest challenge is the lack of persistent identifiers. This is partly because we do not have the knowledge of how to get these identifiers and we are not clear about the level of detail of these identifiers.","PIDs : improve internal expertise","Discovery & Identification",
7,"1) Access control: trying to make language resources as widely and as openly available as possible but at the same time trying to protect the rights of the owners or e.g. speakers in speech corpora.
2) Efficient version management is essential as data may be updated or modified over time. But this becomes particularly challenging with ever-expanding resources like a corpus that is regularly updated and has ongoing improvements to its annotations.","Protect the rights of the owners while opening the data","Access",
7,"1) Access control: trying to make language resources as widely and as openly available as possible but at the same time trying to protect the rights of the owners or e.g. speakers in speech corpora.
2) Efficient version management is essential as data may be updated or modified over time. But this becomes particularly challenging with ever-expanding resources like a corpus that is regularly updated and has ongoing improvements to its annotations.","Version management","Discovery & Identification",
155,"We had a challenge of digital data submission at first but it was solved","Other : ""We had a challenge of digital data submission at first but it was solved""","Other",
3,"/","-",,
149,"For example, those currently addressed by the EU SoilWise project ( https://www.isric.org/projects/soilwise )","Other : ""For example, those currently addressed by the EU SoilWise project ( https://www.isric.org/projects/soilwise )""","Other",
69,,"-",,
128,"Mostly researchers depositing data don't know the best practices or how to supply their data in the most FAIR way and curators don't always have the domain-specific expertise to support very niche research data domains.","Lack of curator expertise","Curation, Quality & Compliance",
128,"Mostly researchers depositing data don't know the best practices or how to supply their data in the most FAIR way and curators don't always have the domain-specific expertise to support very niche research data domains.","Lack of user expertise","Deposit & Appraisal",
114,,"-",,
27,"Lack of provenance in legacy data, and large volume of erroneous curation across the field preventing interoperability","Data traceability : lack of provenance in legacy data","Provenance & Authenticity",
89,,"-",,
12,,"-",,
76,"no real challenges","-",,
137,,"-",,
53,,"-",,
47,"Lack of long term funding, infrastructure is complex","Funding","Other","Resources"
34,"The main challenge is the amount of curation and user support needed due to the increased number of depositions.","Human resources : curators","Curation, Quality & Compliance",
34,"The main challenge is the amount of curation and user support needed due to the increased number of depositions.","Human resources : user support","User Support",
13,,"-",,
99,,"-",,
21,"Metadata curation and consolidation; the size of the dataset complicates access; difficulty in maintaining consistent taxonomic identifiers between versions due to the nature of the set up; not enough staff hours for the amount of work.","Curation","Curation, Quality & Compliance",
21,"Metadata curation and consolidation; the size of the dataset complicates access; difficulty in maintaining consistent taxonomic identifiers between versions due to the nature of the set up; not enough staff hours for the amount of work.","Human resources : curators","Curation, Quality & Compliance",
21,"Metadata curation and consolidation; the size of the dataset complicates access; difficulty in maintaining consistent taxonomic identifiers between versions due to the nature of the set up; not enough staff hours for the amount of work.","Semantic : vocabularies and thesauri","Discovery & Identification",
17,"Supporting efficient storage and access to growing dataset volumes and dynamically growing datasets","Scalability (ever growing datasets)","Deposit & Appraisal",
16,,"-",,
157,"Allowing commercial RDM repositories to be recognized as a repository.","Other : ""Allowing commercial RDM repositories to be recognized as a repository.""","Other","Governance"
56,"a perenial service","Sustainability","Other","Continuity of Service"
140,"Limited possibilities for data/metadata quality assurance due to organisational constraints; lack of funding and technical expertise, which makes it difficult to keep up with evolving interoperability standards.","Evolutions of the repository to keep it current","Other","Continuity of Service"
140,"Limited possibilities for data/metadata quality assurance due to organisational constraints; lack of funding and technical expertise, which makes it difficult to keep up with evolving interoperability standards.","Funding ","Other","Resources"
140,"Limited possibilities for data/metadata quality assurance due to organisational constraints; lack of funding and technical expertise, which makes it difficult to keep up with evolving interoperability standards.","Metadata quality and curation","Curation, Quality & Compliance",
23,,"-",,
141,"Making data providers comply with required standards and understanding that data publication is a service to consumers equally as for data providers.","Support depositors and make them keep the data consumer in mind","Deposit & Appraisal",
154,"Linking original print objects that were digitised with digital surrogates (in terms of linked data)","Link to original materials","Discovery & Identification",
24,,"-",,
148,"We are unable to ingest some large datasets which have been created at our University due to the functionality of the platform (Figshare).","High volume data","Access",
74,,"-",,
48,"using data formats accepted for long term preservation","Preservation : file formats","Preservation",
150,"The question above is a bit vaguely defined, even though we have successfully implemented workflows and tools to manage all challenges listed above, challenges are either persistent or frequently have to be encountered due to e.g. changing community requirements. Therefore the above answers do not mean we have no clue how to encounter  these challenges but reflect our >20yr experience with these and how we rate the difficulties associated with these challenges.","-",,
71,,"-",,
124,,"-",,
124,,"-",,
49,"Reuse Licenses ","Licensing for reuse","Other","Legal & Ethical"
52,"The complexity and dynamic nature of proteomics datasets, and also its increasing size ","Data complexity","Curation, Quality & Compliance",
52,"The complexity and dynamic nature of proteomics datasets, and also its increasing size ","High volume data","Access",
87,"Funding.","Funding","Other","Resources"
100,"NA","-",,
156,"Appraisal as in institutional data repository: we basically must accept anything our researchers deposit, since the vision behind our institutional data repository is to offer a ""home"" to all data produced by our researchers, especially if they cannot find solutions elsewhere. Secondly, it is really hard to find expertise on data preservation.Thirdly, interoperability is hard to accomplish since it seems like there are too many standards out there. Which ones should a repository comply with?","No appraisal because of repository missions to accept all long-tail data from the institution","Deposit & Appraisal",
156,"Appraisal as in institutional data repository: we basically must accept anything our researchers deposit, since the vision behind our institutional data repository is to offer a ""home"" to all data produced by our researchers, especially if they cannot find solutions elsewhere. Secondly, it is really hard to find expertise on data preservation.Thirdly, interoperability is hard to accomplish since it seems like there are too many standards out there. Which ones should a repository comply with?","Human resources : preservation","Preservation",
156,"Appraisal as in institutional data repository: we basically must accept anything our researchers deposit, since the vision behind our institutional data repository is to offer a ""home"" to all data produced by our researchers, especially if they cannot find solutions elsewhere. Secondly, it is really hard to find expertise on data preservation.Thirdly, interoperability is hard to accomplish since it seems like there are too many standards out there. Which ones should a repository comply with?","Interoperability : too many standards","Interoperability",
113,,"-",,
142,"Ensuring long term preservation of datasets","Long term preservation","Preservation",
142,"The use of the Dataverse solution helps greatly to achive satisfactory  levels in some of these items. Among the remaining challenges, are the improvement of curation across multiple collections administered by different members of the community, long-term storage and preservation facilities.
A big commitment of the service in the following months and years is the implementation of a data catalog, for which we aim to offer the best service possible in terms of data discoverability and enrichment of our, as well as external, repositories and catalogs.
","Curation across a federated network","Curation, Quality & Compliance",
37,,"-",,
22,,"-",,
126,,"-",,
28,,"-",,
33,"GDPR","Legal : GDPR","Curation, Quality & Compliance",
72,"Continuity of access and preservation of meta/data between and across platform lifecycles.","Long term preservation","Preservation",
97,,"-",,
38,"*","-",,
42,"There needs to be an automatic check of entered metadata, this would save time","Automated support during deposit","Deposit & Appraisal",
125,,"-",,
129,"Finance. Insitution is in lack of financila means and I dont know for how long will it be able to finance the maintanance of the IR","Funding","Other","Resources"
88,,"-",,
41,,"-",,
36,,"-",,
8,,"-",,
158,"Depositors uploading data that they are not allowed to share due to GDPR or copyright laws. Depositors not providing sufficient metadata for the data to actually be reusable. When reusing data, few researchers/others that receive data cite the data in their publications. ","Data traceability : lack of provenance citation","Provenance & Authenticity",
158,"Depositors uploading data that they are not allowed to share due to GDPR or copyright laws. Depositors not providing sufficient metadata for the data to actually be reusable. When reusing data, few researchers/others that receive data cite the data in their publications. ","Legal : GDPR","Deposit & Appraisal",
158,"Depositors uploading data that they are not allowed to share due to GDPR or copyright laws. Depositors not providing sufficient metadata for the data to actually be reusable. When reusing data, few researchers/others that receive data cite the data in their publications. ","Metadata : lack of user expertise or attention","Curation, Quality & Compliance",
158,"Our metadata is primarily only readable by our own systems, we do not have a good solution yet for exposing these.","Metadata exposition","Discovery & Identification",
70,"Due the variety of data sources and the temporary extension of the data repository, it is not easy to ensure the homogeneity of the metadata. Additionally, customer service often requires more human resources than are available.","Human resources : user support","User Support",
70,"Due the variety of data sources and the temporary extension of the data repository, it is not easy to ensure the homogeneity of the metadata. Additionally, customer service often requires more human resources than are available.","Metadata : homogeneisation","Curation, Quality & Compliance",
64,,"-",,
59,"scientfic curation and agility of software development","Curation","Curation, Quality & Compliance",
59,"scientfic curation and agility of software development","Development : agility","Other","Resources"
30,,"-",,
84,,"-",,
115,,"-",,
78,,"-",,
86,,"-",,
85,"No principal challenges, but lack of resources. Adding objects can be slow.","Funding","Other","Resources"
2,"Learning how to deal with qualitative and relational data","Learning how to deal with qualitative and relational data","Deposit & Appraisal",
98,"typical major challenges include:
- lack of manifest to describe ""completeness"", especially for large deposits coming in from other repositories / publishers -->  depositors often deliver manifests only at high granularity leves such as ""number of records / intellectual entities"" but not on the level of ""number of files""
- lack of technical expertise on depositor side often makes archive-producer communication regarding technical problems in files challenging and time consuming
- preservation watch / technology watch cannot be automated and is time consuming (but also absolutely necessary)
- very restricitve access limitations based on (German) copyright law if license is unclear; this often results in objects with unclear licensing / copyright (incl. e.g. film, research data from older projects where licenses weren't granted acoordingly, open acess publications without creative commons licenses) to not be made publically availble until they are moved to the public domain (i.e., 70 years past the authors' death)
- difficulties when depositing data coming from repositories (via APIs) due to their very different handling of versioning and retraction of records -> there is no shared standard / good practice which leaves every repository doing things their own way creating problems during integration
","Lack of manifest to describe ""completeness""","Deposit & Appraisal",
98,"typical major challenges include:
- lack of manifest to describe ""completeness"", especially for large deposits coming in from other repositories / publishers -->  depositors often deliver manifests only at high granularity leves such as ""number of records / intellectual entities"" but not on the level of ""number of files""
- lack of technical expertise on depositor side often makes archive-producer communication regarding technical problems in files challenging and time consuming
- preservation watch / technology watch cannot be automated and is time consuming (but also absolutely necessary)
- very restricitve access limitations based on (German) copyright law if license is unclear; this often results in objects with unclear licensing / copyright (incl. e.g. film, research data from older projects where licenses weren't granted acoordingly, open acess publications without creative commons licenses) to not be made publically availble until they are moved to the public domain (i.e., 70 years past the authors' death)
- difficulties when depositing data coming from repositories (via APIs) due to their very different handling of versioning and retraction of records -> there is no shared standard / good practice which leaves every repository doing things their own way creating problems during integration
","Lack of user expertise","User Support",
98,"typical major challenges include:
- lack of manifest to describe ""completeness"", especially for large deposits coming in from other repositories / publishers -->  depositors often deliver manifests only at high granularity leves such as ""number of records / intellectual entities"" but not on the level of ""number of files""
- lack of technical expertise on depositor side often makes archive-producer communication regarding technical problems in files challenging and time consuming
- preservation watch / technology watch cannot be automated and is time consuming (but also absolutely necessary)
- very restricitve access limitations based on (German) copyright law if license is unclear; this often results in objects with unclear licensing / copyright (incl. e.g. film, research data from older projects where licenses weren't granted acoordingly, open acess publications without creative commons licenses) to not be made publically availble until they are moved to the public domain (i.e., 70 years past the authors' death)
- difficulties when depositing data coming from repositories (via APIs) due to their very different handling of versioning and retraction of records -> there is no shared standard / good practice which leaves every repository doing things their own way creating problems during integration
","Legal : restrictive conditions when license is not clear (German law)","Provenance & Authenticity",
98,"typical major challenges include:
- lack of manifest to describe ""completeness"", especially for large deposits coming in from other repositories / publishers -->  depositors often deliver manifests only at high granularity leves such as ""number of records / intellectual entities"" but not on the level of ""number of files""
- lack of technical expertise on depositor side often makes archive-producer communication regarding technical problems in files challenging and time consuming
- preservation watch / technology watch cannot be automated and is time consuming (but also absolutely necessary)
- very restricitve access limitations based on (German) copyright law if license is unclear; this often results in objects with unclear licensing / copyright (incl. e.g. film, research data from older projects where licenses weren't granted acoordingly, open acess publications without creative commons licenses) to not be made publically availble until they are moved to the public domain (i.e., 70 years past the authors' death)
- difficulties when depositing data coming from repositories (via APIs) due to their very different handling of versioning and retraction of records -> there is no shared standard / good practice which leaves every repository doing things their own way creating problems during integration
","Heterogeineity in data coming from other repositories","Provenance & Authenticity",
19,"DEPOSIT & APPRAISAL: 
Could profit from: 1) Globally aligned and recognized frameworks, best practices and templates for appraisal, ideally as discipline and object-type specific as possible; 2) More automated and interactive deposit & appraisal mechanisms to ensure depositors are made aware of deposit requirements and recommendations.  

CURATION, QUALITY & COMPLIANCE: 
Jointly with Deposit & Appraisal enhancements, Curation activities could profit from: 1) More automated mechanisms; 2) Globally aligned and recognized frameworks, best practices and templates for curation, ideally as discipline and object-type specific as possible; 3) A curation management system which is integrated with the repository software and which allows the curator team to keep track of the curation status of dataset as well as smooth communication with depositors, keeping track of changes made to deposited dataset prior to publication.  

DISCOVERY   & IDENTIFICATION:  
Could profit from: 1) Stronger support from host institution and national stakeholders in the form of aligned PID strategies; 2) Separate DOIs at version-level in repository software; 3) More granular resourceTypes in the DataCite metadata schema to distinguish datasets from data files; 4) PID support in all relevant metadata fields in the repository software; 5) Stronger support for more granular metadata at file-level within a dataset, e.g., license / Terms of Use information; 6) Stronger support for making metadata harvestable/indexable as broadly as possible (including Google Scholar and commercial services researchers use) without compromising security or exposure to unwarranted bot requests.  

ACCESS: 
Could profit from: 1) Stronger support for accessing and using larger data, e.g., through other protocols than https, or through VREs; 2) Better integration with national file storage services; 3) Better aligned practical guidelines for handling levels of access in compliance with legal and ethical requirements and recommendations to help us prepare for support for data with privacy needs.  

INTEROPERABILITY: 
Could profit from: 1) Stronger support for connecting to external controlled vocabularies for all relevant metadata fields in repository software; 2) Stronger support for aligned metadata schemas based on domain or object-type specific standards, in particular better support for CLARIN CMDI alignment. 

PRESERVATION: 
Could profit from: 1) Globally aligned and recognized frameworks for long-term preservation and research data quality appraisal (FAIR + Time); a good start would be a globally aligned and recognized frameworks for a) TDR preservation plan; b) assessing file formats for long-term preservation including a global-community curated list where file formats are listed based on how well they are suitable for long-term preservation; 2) More automated long-term preservation mechanisms in or integrated with repository software; 3) Support for preservation metadata (e.g., PREMIS) in repository software.  

PROVENANCE & AUTHENTICITY: 
Could profit from: 1) More granular tracking of provenance information across the different repository activities/functions, starting at pre-deposit phase and up to possible deletion of data after retention period.  

USER SUPPORT: 
Could profit from: 1) More automated and interactive support making sure deponents are aware of and are pointed to relevant guidelines; 2) Stronger collaboration between repository and designated community.  

In addition to the repository activities and functions mentioned in the survey, we’d like to add the following one:

CONCEIVE, CREATE, COLLECT
Could profit from: 1) Capacity to provide machine-friendly information about repository characteristics including compliance with standards and recommendations to data management plan (DMP) tools or other tools and services used in the CONCEIVE, CREATE, COLLECT phase; 2) Capacity to expose machine-friendly deposit guidelines; 3) Integration with DMP tool(s).
","Automated mechanisms for curation","Curation, Quality & Compliance",
19,"DEPOSIT & APPRAISAL: 
Could profit from: 1) Globally aligned and recognized frameworks, best practices and templates for appraisal, ideally as discipline and object-type specific as possible; 2) More automated and interactive deposit & appraisal mechanisms to ensure depositors are made aware of deposit requirements and recommendations.  

CURATION, QUALITY & COMPLIANCE: 
Jointly with Deposit & Appraisal enhancements, Curation activities could profit from: 1) More automated mechanisms; 2) Globally aligned and recognized frameworks, best practices and templates for curation, ideally as discipline and object-type specific as possible; 3) A curation management system which is integrated with the repository software and which allows the curator team to keep track of the curation status of dataset as well as smooth communication with depositors, keeping track of changes made to deposited dataset prior to publication.  

DISCOVERY   & IDENTIFICATION:  
Could profit from: 1) Stronger support from host institution and national stakeholders in the form of aligned PID strategies; 2) Separate DOIs at version-level in repository software; 3) More granular resourceTypes in the DataCite metadata schema to distinguish datasets from data files; 4) PID support in all relevant metadata fields in the repository software; 5) Stronger support for more granular metadata at file-level within a dataset, e.g., license / Terms of Use information; 6) Stronger support for making metadata harvestable/indexable as broadly as possible (including Google Scholar and commercial services researchers use) without compromising security or exposure to unwarranted bot requests.  

ACCESS: 
Could profit from: 1) Stronger support for accessing and using larger data, e.g., through other protocols than https, or through VREs; 2) Better integration with national file storage services; 3) Better aligned practical guidelines for handling levels of access in compliance with legal and ethical requirements and recommendations to help us prepare for support for data with privacy needs.  

INTEROPERABILITY: 
Could profit from: 1) Stronger support for connecting to external controlled vocabularies for all relevant metadata fields in repository software; 2) Stronger support for aligned metadata schemas based on domain or object-type specific standards, in particular better support for CLARIN CMDI alignment. 

PRESERVATION: 
Could profit from: 1) Globally aligned and recognized frameworks for long-term preservation and research data quality appraisal (FAIR + Time); a good start would be a globally aligned and recognized frameworks for a) TDR preservation plan; b) assessing file formats for long-term preservation including a global-community curated list where file formats are listed based on how well they are suitable for long-term preservation; 2) More automated long-term preservation mechanisms in or integrated with repository software; 3) Support for preservation metadata (e.g., PREMIS) in repository software.  

PROVENANCE & AUTHENTICITY: 
Could profit from: 1) More granular tracking of provenance information across the different repository activities/functions, starting at pre-deposit phase and up to possible deletion of data after retention period.  

USER SUPPORT: 
Could profit from: 1) More automated and interactive support making sure deponents are aware of and are pointed to relevant guidelines; 2) Stronger collaboration between repository and designated community.  

In addition to the repository activities and functions mentioned in the survey, we’d like to add the following one:

CONCEIVE, CREATE, COLLECT
Could profit from: 1) Capacity to provide machine-friendly information about repository characteristics including compliance with standards and recommendations to data management plan (DMP) tools or other tools and services used in the CONCEIVE, CREATE, COLLECT phase; 2) Capacity to expose machine-friendly deposit guidelines; 3) Integration with DMP tool(s).
","Automated support during deposit","Deposit & Appraisal",
19,"DEPOSIT & APPRAISAL: 
Could profit from: 1) Globally aligned and recognized frameworks, best practices and templates for appraisal, ideally as discipline and object-type specific as possible; 2) More automated and interactive deposit & appraisal mechanisms to ensure depositors are made aware of deposit requirements and recommendations.  

CURATION, QUALITY & COMPLIANCE: 
Jointly with Deposit & Appraisal enhancements, Curation activities could profit from: 1) More automated mechanisms; 2) Globally aligned and recognized frameworks, best practices and templates for curation, ideally as discipline and object-type specific as possible; 3) A curation management system which is integrated with the repository software and which allows the curator team to keep track of the curation status of dataset as well as smooth communication with depositors, keeping track of changes made to deposited dataset prior to publication.  

DISCOVERY   & IDENTIFICATION:  
Could profit from: 1) Stronger support from host institution and national stakeholders in the form of aligned PID strategies; 2) Separate DOIs at version-level in repository software; 3) More granular resourceTypes in the DataCite metadata schema to distinguish datasets from data files; 4) PID support in all relevant metadata fields in the repository software; 5) Stronger support for more granular metadata at file-level within a dataset, e.g., license / Terms of Use information; 6) Stronger support for making metadata harvestable/indexable as broadly as possible (including Google Scholar and commercial services researchers use) without compromising security or exposure to unwarranted bot requests.  

ACCESS: 
Could profit from: 1) Stronger support for accessing and using larger data, e.g., through other protocols than https, or through VREs; 2) Better integration with national file storage services; 3) Better aligned practical guidelines for handling levels of access in compliance with legal and ethical requirements and recommendations to help us prepare for support for data with privacy needs.  

INTEROPERABILITY: 
Could profit from: 1) Stronger support for connecting to external controlled vocabularies for all relevant metadata fields in repository software; 2) Stronger support for aligned metadata schemas based on domain or object-type specific standards, in particular better support for CLARIN CMDI alignment. 

PRESERVATION: 
Could profit from: 1) Globally aligned and recognized frameworks for long-term preservation and research data quality appraisal (FAIR + Time); a good start would be a globally aligned and recognized frameworks for a) TDR preservation plan; b) assessing file formats for long-term preservation including a global-community curated list where file formats are listed based on how well they are suitable for long-term preservation; 2) More automated long-term preservation mechanisms in or integrated with repository software; 3) Support for preservation metadata (e.g., PREMIS) in repository software.  

PROVENANCE & AUTHENTICITY: 
Could profit from: 1) More granular tracking of provenance information across the different repository activities/functions, starting at pre-deposit phase and up to possible deletion of data after retention period.  

USER SUPPORT: 
Could profit from: 1) More automated and interactive support making sure deponents are aware of and are pointed to relevant guidelines; 2) Stronger collaboration between repository and designated community.  

In addition to the repository activities and functions mentioned in the survey, we’d like to add the following one:

CONCEIVE, CREATE, COLLECT
Could profit from: 1) Capacity to provide machine-friendly information about repository characteristics including compliance with standards and recommendations to data management plan (DMP) tools or other tools and services used in the CONCEIVE, CREATE, COLLECT phase; 2) Capacity to expose machine-friendly deposit guidelines; 3) Integration with DMP tool(s).
","Capacity to expose machine-friendly deposit guidelines","Deposit & Appraisal",
